time,b03e_1,b0ce_1,b0de_1,da3e_1,b00e_1,b0fe_1,da2e_1,da5e_1,da1e_1,b07e_1,da4e_1,dace_1,b03e_2,b0ce_2,b0de_2,da3e_2,b00e_2,b0fe_2,da2e_2,da5e_2,da1e_2,b07e_2,da4e_2,dace_2,b03e_3,b0ce_3,b0de_3,da3e_3,b00e_3,b0fe_3,da2e_3,da5e_3,da1e_3,b07e_3,da4e_3,dace_3
28,-33.0,-4.0,-29.0,-2.0,7.0,5.0,-2.0,1.0,16.0,0.0,-7.0,-6.0,-19.0,22.0,21.0,33.0,-61.0,61.0,26.0,28.0,-16.0,0.0,6.0,75.0,0.0,-16.0,-11.0,2.0,26.0,59.0,-29.0,-15.0,57.0,22.0,20.0,4.0
29,-13.6,0.8,15.2,-6.4,-25.6,-1.6,-1.6,-8.8,0.8,0.0,5.6,12.0,2.4,0.0,8.8,6.4,14.4,17.6,34.4,3.2,-13.6,0.0,20.8,-18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,29.33,-12.0,-41.33,-18.67,-6.67,-30.67,-1.33,9.33,1.33,0.0,-14.67,-12.0,-57.33,-13.33,1.33,22.67,-22.67,-9.33,1.33,-21.33,-46.67,0.0,1.33,0.0,4.0,-28.0,-30.67,-24.0,-30.67,5.33,-42.67,-29.33,22.67,1.33,1.33,-18.67
31,6.29,0.57,14.86,-8.0,4.0,-0.57,-2.29,-0.57,-10.29,0.0,2.86,0.0,-6.29,-10.86,-6.86,0.57,12.0,11.43,0.57,-4.0,13.71,0.0,-16.57,0.0,-0.57,-9.14,-6.29,-12.0,-10.86,-8.0,2.29,16.57,-7.43,0.0,-10.86,-0.57
32,-6.67,-17.33,-14.67,1.33,25.33,5.33,1.33,2.67,13.33,0.0,0.0,0.0,17.33,4.0,-1.33,-32.0,-57.33,-34.67,0.0,14.67,-46.67,0.0,14.67,0.0,8.0,20.0,10.67,-25.33,-1.33,-52.0,-25.33,-2.67,-32.0,0.0,17.33,-1.33
33,-5.33,1.33,-42.22,-4.0,-14.22,-3.11,-4.44,-5.78,-5.78,0.0,11.56,10.22,11.56,-13.33,-16.89,-17.78,16.89,-8.44,6.67,-10.22,4.89,0.0,-1.78,0.0,4.44,11.56,-13.33,-8.89,1.78,-32.89,0.0,-12.0,-38.67,4.89,40.89,7.56
34,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.33,-4.0,-16.67,-38.67,-35.33,-0.67,-30.0,-4.67,2.0,21.33,-8.67
35,-14.0,-45.0,130.0,51.0,-71.0,74.0,-30.0,77.0,80.0,158.0,124.0,-42.0,289.0,151.0,81.0,0.0,12.0,-39.0,128.0,45.0,0.0,0.0,-135.0,0.0,0.0,-36.0,0.0,144.0,26.0,84.0,-28.0,1.0,-56.0,41.0,-26.0,-10.0
36,-12.0,-39.33,-70.0,-6.0,17.33,28.67,-51.33,-64.67,-26.67,-47.33,7.33,53.33,12.0,56.0,57.33,115.33,115.33,8.67,70.67,70.67,20.67,0.0,35.33,0.0,-4.0,-4.67,2.67,-2.67,-10.0,-0.67,-8.0,-9.33,4.0,-6.67,-6.67,-0.67
37,0.0,0.0,0.44,0.0,2.22,0.44,-0.44,-0.89,-1.33,-0.89,0.44,-0.89,-1.33,0.0,2.67,-10.67,12.89,22.67,-1.33,1.78,-0.89,-0.44,1.33,4.44,-16.89,-19.11,-48.0,-32.44,-24.0,0.89,-14.67,-42.67,-33.33,-32.0,-19.56,7.56
